wall_time,step,value,match,infeasible_match,mismatch,notinstock,total_removed
1600670811.024863,1033654,-3950.0,2500,0,0,0,420
1600670816.97794,1036154,-1760.0,2500,0,0,0,201
1600670823.425268,1038655,-2320.0,2500,0,1,0,256
1600670829.6958349,1041162,-290.0,2500,0,7,0,47
1600670835.6007302,1043663,190.0,2500,0,1,0,5
1600670841.8122199,1046163,180.0,2500,0,0,0,7
1600670848.032649,1048727,-880.4000244140625,2496,4,1,63,9
1600670858.1251788,1052854,-16960.900390625,2500,0,1623,4,4
1600670864.4872892,1055360,59.90000534057617,2499,1,1,5,3
1600670870.4792478,1057913,-420.1000061035156,2499,1,27,26,4
1600670877.103443,1060427,-0.09999589622020721,2499,1,1,13,1
1600670883.620627,1062933,130.0,2500,0,1,5,6
1600670889.830666,1065446,-220.29998779296875,2497,3,0,13,4
1600670896.185218,1067960,100.00000762939453,2500,0,14,0,1
1600670902.7115672,1070497,-120.0,2500,0,36,1,0
1600670909.2378528,1073065,-440.0,2500,0,4,64,1
1600670915.403681,1075568,150.0,2500,0,3,0,7
1600670922.1689138,1078068,250.0,2500,0,0,0,0
1600670928.436085,1080571,210.0,2500,0,3,0,1
1600670934.835192,1083094,20.000003814697266,2500,0,1,22,0
1600670941.195004,1085594,230.0,2500,0,0,0,2
1600670947.243466,1088096,160.0,2500,0,2,0,7
1600670953.6859431,1090784,-2010.0999755859375,2500,0,1,187,28
1600670959.791627,1093346,-450.0,2500,0,0,62,8
1600670965.8767629,1095849,2.1904706954956055e-06,2500,0,0,3,22
1600670971.906038,1098387,-280.1000061035156,2499,1,0,38,5
1600670977.772821,1100899,70.0,2500,0,2,10,6
1600670983.777471,1103423,-730.7000122070312,2493,7,1,23,4
1600670989.883551,1105930,110.00000762939453,2500,0,4,3,7
1600670996.027733,1108486,-1010.7000122070312,2493,7,17,39,0
1600671001.8819342,1111022,-490.29998779296875,2497,3,18,18,8
1600671008.0150442,1113526,190.0,2500,0,1,3,2
1600671013.769998,1116030,200.0,2500,0,4,0,1
1600671021.2081542,1119028,-5330.2998046875,2500,0,197,301,30
1600671027.0938492,1121530,190.0,2500,0,2,0,4
1600671033.363768,1124036,140.0,2500,0,1,5,5
1600671039.4254951,1126539,60.00000762939453,2500,0,3,0,16
1600671045.188649,1129043,-59.99999237060547,2500,0,4,0,27
1600671051.414073,1131543,-480.0,2500,0,0,0,73
1600671057.284595,1134048,-19.999996185302734,2500,0,0,5,22
1600671063.547034,1136550,-40.09999084472656,2499,1,1,1,17
1600671069.3240461,1139050,-9.999990463256836,2500,0,0,0,26
1600671075.4141388,1141582,-290.1999816894531,2498,2,4,28,2
1600671081.5754628,1144109,-290.1000061035156,2499,1,8,19,17
1600671087.745735,1146733,-1600.5999755859375,2494,6,35,89,1
1600671094.006849,1149239,160.0,2500,0,2,4,3
1600671100.115427,1151822,-1530.800048828125,2492,8,1,82,15
1600671106.163747,1154352,-890.5,2495,5,0,30,34
1600671112.314542,1156869,-59.999996185302734,2500,0,1,16,14
1600671118.088376,1159379,-240.3000030517578,2497,3,0,10,9
1600671124.174187,1161890,-100.19999694824219,2498,2,3,8,4
1600671130.038711,1164393,200.0,2500,0,3,0,2
1600671136.217661,1166900,180.0,2500,0,4,3,0
1600671142.370406,1169411,-10.099994659423828,2499,1,1,10,5
1600671148.107751,1171924,-9.999996185302734,2500,0,2,11,13
1600671154.275477,1174429,-430.0,2500,0,4,1,63
1600671160.151894,1176933,-410.0,2500,0,2,2,62
1600671166.3249211,1179437,210.0,2500,0,4,0,0
1600671172.1663098,1181937,240.0,2500,0,0,0,1
1600671178.263635,1184439,150.0,2500,0,2,0,8
1600671187.7472398,1188240,-13560.7998046875,2500,0,1294,7,0
1600671193.494113,1190753,70.00000762939453,2500,0,0,13,5
1600671199.636582,1193253,150.0,2500,0,0,0,10
1600671207.1369312,1196330,-5820.2001953125,2500,0,577,0,10
1600671213.5970979,1199084,-2370.0,2500,0,254,0,8
1600671219.77898,1201584,210.0,2500,0,0,0,4
1600671225.5997179,1204092,120.00000762939453,2500,0,8,0,5
1600671242.8347101,1211230,-49993.80078125,2500,0,4638,0,6
1600671249.087681,1213731,-350.0,2500,0,1,0,59
1600671256.123682,1216755,-6550.2001953125,2500,0,524,0,136
1600671262.295864,1219257,-2060.0,2500,0,2,0,229
1600671268.1587882,1221759,-1070.0,2500,0,2,0,130
1600671274.4586828,1224260,-800.0,2500,0,1,0,104
1600671280.5345962,1226764,-2700.0,2500,0,4,0,291
1600671286.263655,1229266,-1120.0,2500,0,1,1,135
1600671292.4516191,1231776,-1400.0,2500,0,3,7,155
1600671298.6148381,1234306,-1890.0,2500,0,30,0,184
1600671304.439874,1236806,-1140.0,2500,0,0,0,139
1600671310.64748,1239306,-1770.0,2500,0,0,0,202
1600671316.669013,1241812,-1690.0999755859375,2499,1,2,4,178
